,close,high,low,p_change,open,pre_close,volume,date,date_week,key,atr21,atr14
2015-06-15,250.38,251.28,246.01,-0.12,249.68,250.69,2186175,20150615,0,225,6.902349060216682,6.469799351366983
2015-06-16,253.12,253.44,249.095,1.09,250.13,250.38,1984678,20150616,1,226,6.780570533539696,6.318027969126483
2015-06-17,260.41,264.36,252.02,2.88,252.17,253.12,5512920,20150617,2,227,7.123400508133043,6.86531168561745
2015-06-18,261.89,263.46,260.02,0.57,261.83,260.41,2782703,20150618,3,228,7.276571912507659,7.1135037080733445
2015-06-19,262.51,263.8,260.1,0.24,262.21,261.89,2463013,20150619,4,229,7.106258964293009,6.869682014639534
2015-06-22,259.79,264.4,255.69,-1.04,262.15,262.51,4561079,20150622,0,230,7.182627585040961,7.001133299308138
2015-06-23,267.67,268.0,258.57,3.03,260.31,259.79,3870818,20150623,1,231,7.289645319086629,7.1746237779289865
2015-06-24,265.17,267.35,263.72,-0.93,267.0,267.67,2412293,20150624,2,232,7.3025193515110765,7.202150650934057
2015-06-25,268.79,271.41,265.25,1.37,266.49,265.17,2849204,20150625,3,233,7.248113668105787,7.127711318724486
2015-06-26,267.09,269.11,266.0,-0.63,269.11,268.79,3838434,20150626,4,234,7.090584445815035,6.900017653101307
2015-06-29,262.02,265.95,260.7,-1.9,261.95,267.09,3478909,20150629,0,235,7.138175662680987,6.9850163921655035
2015-06-30,268.26,270.92,264.0,2.38,264.8,262.02,3086935,20150630,1,236,7.127786345410465,6.980372364153683
2015-07-01,269.15,272.62,267.85,0.33,271.15,268.26,2101224,20150701,2,237,7.293129852771872,7.2389171952855635
2015-07-02,280.02,282.45,273.31,4.04,280.195,269.15,7163930,20150702,3,238,7.6215522407351175,7.735423109908023
2015-07-06,279.72,281.69,276.3,-0.11,278.88,280.02,4121933,20150706,0,239,7.85576403879535,8.078607173486024
2015-07-07,267.88,275.2,260.77,-4.23,275.0,279.72,6105126,20150707,1,240,8.398346703614619,8.876563803951306
2015-07-08,254.96,260.8,254.31,-4.82,259.32,267.88,6221077,20150708,2,241,9.208425432013923,10.0575235322405
2015-07-09,257.92,262.95,256.79,1.16,259.08,254.96,3334077,20150709,3,242,9.298024220965642,10.131271851366176
2015-07-10,259.15,263.0,257.82,0.48,262.22,257.92,2610858,20150710,4,243,9.238118305681565,9.981895290554306
2015-07-14,265.65,265.99,260.51,1.33,262.1,262.16,1907641,20150714,1,244,9.182493624458633,9.845331341229
2015-07-15,263.14,267.49,262.08,-0.94,266.74,265.65,2021621,20150715,2,245,9.002851070912985,9.528521959712645
2015-07-16,266.68,267.2,263.16,1.35,264.22,263.14,1615961,20150716,3,246,8.766524829440938,9.136484676876025
2015-07-17,274.66,275.54,268.25,2.99,272.5,266.68,5004099,20150717,4,247,8.939547456610418,9.369592914242023
2015-07-20,282.26,286.65,272.54,2.77,275.0,274.66,4978454,20150720,0,248,9.464807101533733,10.126764848939017
2015-07-21,266.77,273.5,266.55,-5.49,270.05,282.26,6108686,20150721,1,249,9.400292477651172,9.982710216871947
2015-07-22,267.87,269.44,260.86,0.41,261.27,266.77,3104960,20150722,2,250,9.971707121572543,10.798230915666807
2015-07-23,267.2,269.9,265.27,-0.25,269.65,267.87,2227239,20150723,3,251,9.717340115783376,10.357642993119175
2015-07-24,265.41,271.09,263.92,-0.67,267.38,267.2,2836498,20150724,4,252,9.596038205507977,10.129954207896377
2015-07-27,253.01,264.43,250.79,-4.67,262.43,265.41,4694192,20150727,0,253,9.92051257667426,10.57852890733235
2015-07-28,264.82,265.4,251.83700000000002,4.67,255.75,253.01,3895808,20150728,1,254,10.094440549213584,10.792419699665757
2015-07-29,263.82,267.89,262.0,-0.38,264.27,264.82,2790095,20150729,2,255,10.322324332584364,11.0843897211182
2015-07-30,266.79,266.94,262.11,1.13,262.69,263.82,2034560,20150730,3,256,10.060785078651776,10.637647598181186
2015-07-31,266.15,269.36,265.12,-0.24,267.6,266.79,2222552,20150731,4,257,9.845509598715976,10.273529912596816
2015-08-03,259.99,266.71,257.07,-2.31,266.29,266.15,2553474,20150803,0,258,9.839532951158077,10.233992061697046
2015-08-04,266.28,266.72,258.34,2.42,260.01,259.99,2352530,20150804,1,259,9.770031382055313,10.101564057290119
2015-08-05,270.13,271.0,260.4,1.45,263.58,266.28,6214319,20150805,2,260,9.829077506719344,10.166452338912253
2015-08-06,246.13,255.0,236.12,-8.88,249.54,270.13,14623754,20150806,3,261,10.797216673066039,11.594562886132806
2015-08-07,242.51,243.73,238.39,-1.47,243.58,246.13,5073390,20150807,4,262,11.794492069586706,13.033522679980464
2015-08-10,241.14,242.97,236.05,-0.56,238.15,242.51,4185860,20150810,0,263,11.712849590082573,12.822556774267573
2015-08-11,237.37,239.3,234.44,-1.56,237.15,241.14,4264939,20150811,1,264,11.539380561983409,12.483088433248458
2015-08-12,238.17,239.77,232.74,0.34,235.0,237.37,3739157,20150812,2,265,11.389886249508006,12.191439259444994
2015-08-13,242.51,246.48,239.12,1.82,239.86,238.17,4689182,20150813,3,266,11.281320237626671,11.971336455198927
2015-08-14,243.15,247.93,241.77,0.26,247.24,242.51,4364810,20150814,4,267,11.208876416787307,11.813383851256145
2015-08-17,254.99,256.59,250.51,4.87,255.56,243.15,7176690,20150817,0,268,11.345596587416484,11.975285004737847
2015-08-18,260.72,260.95,253.56,2.25,255.38,254.99,4195035,20150818,1,269,11.652949130872841,12.391336075827999
2015-08-19,255.25,260.65,255.02,-2.1,260.33,260.72,3604282,20150819,2,270,11.367570600831275,11.910526356125994
2015-08-20,242.18,254.56,241.9,-5.12,252.06,255.25,4905757,20150820,3,271,11.722448191267883,12.404060187831284
2015-08-21,230.77,243.8,230.51,-4.71,236.0,242.18,6590234,20150821,4,272,12.342331610731316,13.285198745843337
2015-08-24,218.87,231.4,195.0,-5.16,202.79,230.77,9581585,20150824,0,273,14.001268200696492,15.706255978283098
2015-08-25,220.03,230.9,219.12,0.53,230.52,218.87,4327294,20150825,1,274,13.895493524472851,15.425809122691447
2015-08-26,224.84,228.0,215.51,2.19,227.93,220.03,4963042,20150826,2,275,13.828565261402714,15.21610847107063
2015-08-27,242.99,244.75,230.81,8.07,231.0,224.84,7655959,20150827,3,276,14.347205010859726,15.894957865994156
2015-08-28,248.48,251.45,241.57,2.26,241.86,242.99,5513673,20150828,4,277,14.931147629390216,16.660318018423144
2015-08-31,249.06,254.95,245.51,0.23,245.62,248.48,4700232,20150831,0,278,14.789664408943064,16.324581017107207
2015-09-01,238.63,246.0,236.97,-4.19,240.34,249.06,5454765,20150901,1,279,14.633489913279107,15.980682373028117
2015-09-02,247.69,247.88,239.78,3.8,245.3,238.63,4629174,20150902,2,280,14.378561822170575,15.502062203526108
2015-09-03,245.57,252.08,245.0,-0.86,252.06,247.69,4194772,20150903,3,281,14.33434459254341,15.355486331845677
2015-09-04,241.93,244.09,238.2,-1.48,240.89,245.57,3689153,20150904,4,282,14.103661516708007,14.936523022428124
2015-09-08,248.17,249.16,244.05,2.58,245.05,241.93,3138231,20150908,1,283,13.675391920674295,14.234628520826115
2015-09-09,248.91,254.25,248.3,0.3,252.05,248.17,3390788,20150909,2,284,13.61084944826123,14.097869340767105
2015-09-10,248.48,250.72,245.33,-0.17,247.23,248.91,2709024,20150910,3,285,13.219380426915462,13.475878673569456
2015-09-11,250.24,250.24,244.73,0.71,247.64,248.48,2350844,20150911,4,286,12.85226707325282,12.906887339743069
2015-09-14,253.19,254.25,249.67,1.18,251.1,250.24,2890851,20150914,0,287,12.515016260240786,12.397109672618566
2015-09-15,253.57,254.6,249.5,0.15,252.75,253.19,2933466,20150915,1,288,12.161920247848366,11.875887553145812
2015-09-16,262.25,262.88,252.88,3.42,253.04,253.57,4417081,20150916,2,289,12.058971664617493,11.741895585063968
2015-09-17,262.07,265.5,260.69,-0.07,263.96,262.25,3585812,20150917,3,290,12.052830156778564,11.755331614702255
2015-09-18,260.62,263.82,257.5,-0.55,257.96,262.07,3763064,20150918,4,291,11.779838244551012,11.367093642223525
2015-09-21,264.2,271.57,255.8,1.37,263.98,260.62,6120155,20150921,0,292,11.96984594719144,11.681586953493268
2015-09-22,260.94,262.65,255.87,-1.23,259.03,264.2,3664353,20150922,1,293,11.722710425896606,11.33147359967232
2015-09-23,261.06,262.08,257.58,0.05,261.95,260.94,2600778,20150923,2,294,11.479724215139624,10.994939771124296
2015-09-24,263.12,263.45,256.21,0.79,259.53,261.06,3448191,20150924,3,295,11.277832585847266,10.726729787472562
2015-09-25,256.91,266.91,256.15,-2.36,266.61,263.12,3773392,20150925,4,296,11.253173891283113,10.729106231224526
2015-09-28,248.43,259.79,246.61,-3.3,257.35,256.91,4901057,20150928,0,297,11.503498944079151,11.142027214708488
2015-09-29,246.65,254.73,245.46,-0.72,250.46,248.43,3703154,20150929,1,298,11.50095137531348,11.16402527080074
2015-09-30,248.4,252.4,242.34,0.71,252.0,246.65,4929582,20150930,2,299,11.432334643155697,11.0851663228864
2015-10-01,239.88,248.5,237.13,-3.43,247.51,248.4,4572964,20151001,3,300,11.429366326814947,11.105511585537373
2015-10-02,247.57,247.7,234.93,3.21,235.6,239.88,4423982,20151002,4,301,11.526539358871382,11.274403615141845
2015-10-05,246.15,249.84,244.13,-0.57,248.84,247.57,3689865,20151005,0,302,11.451942246544172,11.180517642631717
2015-10-06,241.46,243.03,235.58,-1.91,240.0,246.15,5235897,20151006,1,303,11.477564044327783,11.238337811015162
2015-10-07,231.96,237.7,229.12,-3.93,236.63,241.46,6813959,20151007,2,304,11.741965756502648,11.652027967371223
2015-10-08,226.72,230.72,221.31,-2.26,230.08,231.96,6133216,20151008,3,305,12.14234833952633,12.259025969701849
2015-10-09,220.69,224.37,218.36,-2.66,220.93,226.72,6158370,20151009,4,306,12.21176032335841,12.354809829008857
2015-10-12,215.58,223.0,215.27,-2.32,222.99,220.69,3836303,20151012,0,307,12.175486022246107,12.290180555508226
2015-10-13,219.25,222.52,211.13,1.7,213.28,215.58,5171535,20151013,1,308,12.138081925948672,12.225881944400495
2015-10-14,216.88,220.95,215.43,-1.08,220.67,219.25,3104446,20151014,2,309,11.82293516757016,11.746890376943314
2015-10-15,221.31,221.73,213.7,2.04,216.43,216.88,2844233,20151015,3,310,11.642319207209678,11.48139820716165
2015-10-16,227.01,230.48,222.87,2.58,223.04,221.31,4334493,20151016,4,311,11.735542102104453,11.632726906650104
2015-10-19,228.1,231.15,224.94,0.48,226.5,227.01,2507895,20151019,0,312,11.645278192480431,11.504674984746526
2015-10-20,213.03,228.6,202.0,-6.61,227.72,228.1,14900047,20151020,1,313,12.357407802362314,12.58291248583606
2015-10-21,210.09,214.81,208.8,-1.38,211.99,213.03,4183471,20151021,2,314,12.688007430821251,13.062704451133484
2015-10-22,211.72,215.75,209.4,0.78,211.56,210.09,2825159,20151022,3,315,12.386197553163095,12.583225561766806
2015-10-23,209.09,215.35,207.69,-1.24,215.0,211.72,4235462,20151023,4,316,12.161140526821995,12.231566593069177
2015-10-26,215.26,215.88,210.0,2.95,211.38,209.09,3391438,20151026,0,317,11.862038596973331,11.777883264992807
2015-10-27,210.35,217.1,207.51,-2.28,214.84,215.26,3519449,20151027,1,318,11.75384628283174,11.621605888921893
2015-10-28,212.96,213.45,208.3,1.24,211.31,210.35,2728593,20151028,2,319,11.525567888411182,11.288634039713186
2015-10-29,211.63,213.748,210.64,-0.62,211.75,212.96,1805032,20151029,3,320,11.138540846105888,10.725017322590816
2015-10-30,206.93,211.63,203.89,-2.22,210.4,211.63,4438901,20151030,4,321,11.040038901053226,10.606801799548618
2015-11-02,213.79,215.8,207.22,3.32,208.92,206.93,3927944,20151102,0,322,10.92289419147926,10.462030242438004
2015-11-03,208.35,214.44,207.75,-2.54,213.85,213.79,8332486,20151103,1,323,10.760375420456441,10.251170939406716
2015-11-04,231.63,232.74,225.2,11.17,227.0,208.35,12726366,20151104,2,324,11.150357543291848,10.872515872306238
2015-11-05,231.77,234.58,229.19,0.06,230.58,231.63,4496843,20151105,3,325,11.868435755516044,11.969479024284364
2015-11-06,232.36,233.359,229.5,0.25,230.7,231.77,2445293,20151106,4,326,11.487034052872426,11.39015909397834
2015-11-09,225.33,232.99,224.31,-3.03,232.99,232.36,3850860,20151109,0,327,11.353365764640404,11.196576301551316
2015-11-10,216.5,223.7,216.08,-3.92,223.48,225.33,4617007,20151110,1,328,11.587967394895625,11.55967799429765
2015-11-11,219.08,219.48,213.63,1.19,217.77,216.5,3347806,20151111,2,329,11.593302280852976,11.569700994704961
2015-11-12,212.94,219.0,212.66,-2.8,217.85,219.08,2915900,20151112,3,330,11.343145029383788,11.196150923654606
2015-11-13,207.19,212.99,206.52,-2.7,212.95,212.94,3430327,20151113,4,331,11.401090504175036,11.293568714822138
2015-11-16,214.31,214.98,205.8,3.44,206.09,207.19,2925395,20151116,0,332,11.295324289690509,11.14259952090627
2015-11-17,214.0,216.0,211.4,-0.14,215.2,214.31,2148679,20151117,1,333,11.176975513990962,10.975985269412963
2015-11-18,221.07,221.38,212.52,3.3,214.5,214.0,2811900,20151118,2,334,11.066643346658056,10.824843464454897
2015-11-19,221.8,226.19,220.3,0.33,220.54,221.07,2504375,20151119,3,335,11.12013652062672,10.92235464556526
2015-11-20,220.01,225.0,213.58,-0.81,223.49,221.8,4400722,20151120,4,336,11.134415733930211,10.957900742310596
2015-11-23,217.75,219.18,214.68,-1.03,217.35,220.01,2526199,20151123,0,337,10.943253079933534,10.683764975002699
2015-11-24,218.25,221.0,215.0,0.23,215.37,217.75,2480293,20151124,1,338,10.707860076127176,10.349210333931078
2015-11-25,229.64,230.825,220.375,5.22,221.34,218.25,3990779,20151125,2,339,10.820581024883023,10.543909595793142
2015-11-27,231.61,232.25,227.01,0.86,231.06,229.64,1949353,20151127,4,340,10.971981928460023,10.790773196093634
2015-11-30,230.26,234.28,229.08,-0.58,231.79,231.61,2659813,20151130,0,341,10.697125646152402,10.391432253515516
2015-12-01,237.19,238.0,231.05,3.01,231.06,230.26,3733955,20151201,1,342,10.518691091573716,10.145615663978694
2015-12-02,231.99,238.6,231.23,-2.19,237.0,237.19,2981468,20151202,2,343,10.414943896736874,10.016643116551645
2015-12-03,232.71,237.45,230.0,0.31,235.48,231.99,2939564,20151203,3,344,10.273756092130354,9.833311465369382
2015-12-04,230.38,233.27,227.66,-1.0,232.46,232.71,2573603,20151204,4,345,10.051672468695577,9.531646360700142
2015-12-07,231.13,235.63,226.15,0.33,227.7,230.38,3144223,20151207,0,346,10.024449970186263,9.527957334935843
2015-12-08,226.72,228.8,224.2,-1.91,227.52,231.13,2687636,20151208,1,347,9.841380923986916,9.288817525297572
2015-12-09,224.52,227.5,220.72,-0.97,226.7,226.72,3057753,20151209,2,348,9.868458022844685,9.368901987776317
2015-12-10,227.07,228.49,223.64,1.14,224.71,224.52,2071692,20151210,3,349,9.629483831280652,9.046123274363724
2015-12-11,217.02,225.75,216.64,-4.43,225.24,227.07,3268726,20151211,4,350,9.604746505981574,9.050685897623461
2015-12-14,218.58,220.92,214.87,0.72,217.51,217.02,2831518,20151214,0,351,9.728330005696737,9.275636904936068
2015-12-15,221.09,222.22,218.0,1.15,221.82,218.58,2244424,20151215,1,352,9.5126952435207,8.98451998315492
2015-12-16,234.51,234.88,220.73,6.07,222.1,221.09,5104341,20151216,2,353,9.835900231924477,9.507054270072425
2015-12-17,233.39,237.76,229.815,-0.48,233.94,234.51,3298638,20151217,3,354,10.161333554213787,10.018693250781537
2015-12-18,230.46,235.9,229.29,-1.26,232.89,233.39,3014170,20151218,4,355,9.992222432584557,9.775215161439998
2015-12-21,232.56,235.83,231.08,0.91,231.69,230.46,1953174,20151221,0,356,9.742592792937677,9.416271221337142
2015-12-22,229.95,236.55,229.63,-1.12,234.99,232.56,1961495,20151222,1,357,9.608183612321596,9.237966134098778
2015-12-23,229.7,233.45,228.13,-0.11,232.18,229.95,1554979,20151223,2,358,9.403984392687233,8.95811141023458
2015-12-24,230.57,231.88,228.28,0.38,230.56,229.7,710277,20151224,3,359,9.12760418351165,8.575389166646394
2015-12-28,228.95,231.98,225.54,-0.7,231.49,230.57,1901304,20151228,0,360,8.999623031915855,8.422861369028794
2015-12-29,237.19,237.72,229.547,3.6,230.06,228.95,2406290,20151229,1,361,8.960260030396055,8.405014128383879
2015-12-30,238.09,243.63,235.67,0.38,236.6,237.19,3697921,20151230,2,362,9.232628600377195,8.853227404927889
2015-12-31,240.01,243.45,238.37,0.81,238.51,238.09,2715038,20151231,3,363,9.09107485750209,8.667996876004468
2016-01-04,223.41,231.38,219.0,-6.92,230.72,240.01,6827146,20160104,0,364,9.567214150001991,9.412425670575576
2016-01-05,223.43,226.89,220.0,0.01,226.36,223.41,3186752,20160105,1,365,10.064489666668562,10.169395265534463
2016-01-06,219.04,220.05,215.98,-1.96,220.0,223.43,3779128,20160106,2,366,9.939037777779584,9.973724175139145
2016-01-07,215.65,218.44,213.67,-1.55,214.19,219.04,3554251,20160107,3,367,9.930512169313891,9.958458162629203
2016-01-08,211.0,220.44,210.77,-2.16,217.86,215.65,3628058,20160108,4,368,9.918106827917988,9.937854008155687
2016-01-11,207.85,214.45,203.0,-1.49,214.01,211.0,4091422,20160111,0,369,10.048196978969512,10.131578721858851
2016-01-12,209.97,213.74,205.31,1.02,211.6,207.85,3091917,20160112,1,370,9.971139979970967,10.010037384583224
2016-01-13,200.31,212.65,200.0,-4.6,212.01,209.97,4126416,20160113,2,371,10.098704742829492,10.198606142827279
2016-01-14,206.18,210.0,193.38,2.93,202.21,200.31,6490579,20160114,3,372,10.409242612218565,10.65727713262533
2016-01-15,200.33,202.84,197.56,-2.84,198.91,206.18,154714,20160115,4,373,10.16499296401768,10.273185908866378
2016-01-19,204.72,210.47,200.78,2.19,208.71,200.33,4038676,20160119,1,374,10.142374251445409,10.23152977251878
2016-01-20,198.7,201.28,191.25,-2.94,199.4,204.72,5838608,20160120,2,375,10.137023096614676,10.217134788767439
2016-01-21,199.97,203.23,195.02,0.64,201.55,198.7,3166159,20160121,3,376,10.116212472966355,10.180196589569764
2016-01-22,202.55,205.5,199.03,1.29,204.8,199.97,3124055,20160122,4,377,9.958297593301292,9.938753976029068
2016-01-25,196.38,203.57,195.88,-3.05,200.06,202.55,2698739,20160125,0,378,9.850283422191707,9.778128692026991
2016-01-26,193.56,197.82,188.88,-1.44,196.7,196.38,4964180,20160126,1,379,10.032174687801627,10.056119499739351
2016-01-27,188.07,193.26,185.77,-2.84,192.38,193.56,3617221,20160127,2,380,10.059690178858693,10.095682392615114
2016-01-28,189.7,191.28,182.41,0.87,190.79,188.07,4592754,20160128,3,381,10.111609694151136,10.170990793142606
2016-01-29,191.2,193.74,188.08,0.79,189.95,189.7,2852289,20160129,4,382,9.90010447062013,9.849491450775275
2016-02-01,196.94,199.52,182.75,3.0,188.76,191.2,5297639,20160201,0,383,10.227242352971553,10.343813490005617
2016-02-02,182.57,193.12,182.1,-7.3,192.42,196.94,5773637,20160202,1,384,10.264992717115764,10.392112526433788
2016-02-03,173.48,183.94,170.18,-4.98,183.59,182.57,7931362,20160203,2,385,11.050469254395967,11.561247345974234
2016-02-04,175.33,175.98,166.99,1.07,170.7,173.48,4385366,20160204,3,386,11.266161194662823,11.848301106976074
2016-02-05,162.61,173.0,157.74,-7.25,171.3,175.33,9437591,20160205,4,387,11.479201137774119,12.12627959933492
2016-02-08,147.99,157.15,146.0,-8.99,157.105,162.61,9312988,20160208,0,388,12.329239178832495,13.355116770810998
2016-02-09,148.25,159.79,141.05,0.18,142.32,147.99,8651648,20160209,1,389,12.76879921793571,13.941179858610212
2016-02-10,143.67,154.97,141.74,-3.09,150.5,148.25,10406513,20160210,2,390,12.790761159938775,13.89038129728091
2016-02-11,150.47,163.26,147.0,4.73,152.0,143.67,14252364,20160211,3,391,12.955963009465494,14.059639776046556
2016-02-12,151.04,157.01,143.7,0.38,155.0,150.47,7235783,20160212,4,392,12.974250485205236,14.008236934900374
2016-02-16,155.17,162.95,154.11,2.73,158.7,151.04,5593794,20160216,1,393,12.950714747814507,13.899077153836062
2016-02-17,168.68,169.34,156.68,8.71,159.0,155.17,5825159,20160217,2,394,13.2054426169662,14.213428785704913
2016-02-18,166.77,172.95,164.77,-1.13,172.42,168.68,3887574,20160218,3,395,13.423278682824952,14.468183872440278
2016-02-19,166.58,167.49,162.5,-0.11,163.66,166.77,2955832,20160219,4,396,13.078360650309474,13.876170738694544
2016-02-22,177.74,178.91,169.85,6.7,170.12,166.58,5055340,20160222,0,397,13.033676809818552,13.752158543073506
2016-02-23,177.21,181.73,173.68,-0.3,176.16,177.74,5984374,20160223,1,398,13.134454104589095,13.852004361425395
2016-02-24,179.0,179.5,167.84,1.01,172.75,177.21,5395609,20160224,2,399,13.064242004370566,13.695432621323581
2016-02-25,187.43,188.519,175.2,4.71,178.65,179.0,5750741,20160225,3,400,13.076373337495776,13.668544576943328
2016-02-26,190.34,192.0,185.0,1.55,188.7,187.43,6065117,20160226,4,401,13.072736511900738,13.620791392875947
2016-02-29,191.93,196.35,189.22,0.84,192.4,190.34,4498997,20160229,0,402,12.87498715419118,13.285020579099092
2016-03-01,186.35,195.94799999999998,182.7,-2.91,194.25,191.93,6712159,20160301,1,403,12.892749670658267,13.282376252020589
2016-03-02,188.34,188.52,181.5,1.07,183.73,186.35,4862396,20160302,2,404,12.775475876817396,13.078635091161974
2016-03-03,195.74,197.42,184.22,3.93,188.28,188.34,4829018,20160303,3,405,12.795691311254663,13.087304013221836
2016-03-04,201.04,204.03,197.5,2.71,198.0,195.74,6489058,20160304,4,406,12.93351553452825,13.273210869420273
2016-03-07,205.29,209.7,197.4,2.11,197.68,201.04,5337072,20160307,0,407,12.982395747169766,13.322267235890253
2016-03-08,202.6,207.5,202.2,-1.31,203.5,205.29,4178693,20160308,1,408,12.671805473495011,12.83210529046952
2016-03-09,208.72,209.37,202.79,3.02,204.52,202.6,3208554,20160309,2,409,12.381719498566678,12.385526341150268
2016-03-10,205.18,213.29,200.67,-1.7,210.0,208.72,5192523,20160310,3,410,12.393066189111122,12.402274459639536
2016-03-11,207.5,209.42,205.33,1.13,207.93,205.18,3343077,20160311,4,411,11.997682084867735,11.80854056966528
2016-03-14,215.2,216.63,210.69,3.71,212.85,207.5,4065706,20160314,0,412,11.97160198558832,11.782930528974903
2016-03-15,218.34,218.97,211.5,1.46,214.27,215.2,3180452,20160315,1,413,11.94771617675078,11.760578348333835
2016-03-16,221.93,222.58,217.02,1.64,218.0,218.34,3516703,20160316,2,414,11.730205882619789,11.44767989488142
2016-03-17,226.38,228.5,220.0,2.01,221.47,221.93,3782891,20160317,3,415,11.65543417392361,11.355702759532747
2016-03-18,232.74,234.48,228.06,2.81,229.1,226.38,4711793,20160318,4,416,11.698032546593911,11.44100970528041
2016-03-21,238.32,239.88,235.0,2.4,235.34,232.74,5307822,20160321,0,417,11.783840520565633,11.588080440617519
2016-03-22,234.24,238.99,232.558,-1.71,237.21,238.32,4315988,20160322,1,418,11.52899097196727,11.219788980573414
2016-03-23,222.58,234.73,222.03,-4.98,232.37,234.24,4948841,20160323,2,419,11.755705687587874,11.581946910532455
2016-03-24,227.75,228.888,215.0,2.32,215.78,222.58,4960900,20160324,3,420,12.112100654845595,12.12895070263728
2016-03-28,230.26,234.81,225.0,1.1,231.61,227.75,3925685,20160328,0,421,12.117714909376756,12.13616850959176
2016-03-29,230.13,232.38,225.33,-0.06,229.89,230.26,4014330,20160329,1,422,11.876395151787387,11.772870758906635
2016-03-30,226.89,235.5,226.5,-1.41,235.09,230.13,4032982,20160330,2,423,11.739423954083225,11.574808561841873
2016-03-31,229.77,237.42,225.01,1.27,229.34,226.89,8012872,20160331,3,424,11.77135614674593,11.634465093138884
2016-04-01,237.59,247.9,233.25,3.4,244.825,229.77,15997509,20160401,4,425,12.211291568329461,12.304146157914676
2016-04-04,246.99,252.12,243.64,3.96,249.12,237.59,13475327,20160404,0,426,12.694087207932816,13.021707146635055
2016-04-05,255.47,256.56,240.0,3.43,240.5,246.99,9948699,20160405,1,427,12.992940198031256,13.446585207589695
2016-04-06,265.42,267.74,253.45,3.89,253.97,255.47,11705479,20160406,2,428,13.362323998125005,13.968257692761858
2016-04-07,257.2,269.34,254.51,-3.1,266.45,265.42,8856171,20160407,3,429,13.432213331547622,14.029810714707436
2016-04-08,250.07,260.82,248.02,-2.77,260.5,257.2,7363935,20160408,4,430,13.621155553854875,14.270538520799766
2016-04-11,249.92,258.99,245.3,-0.06,251.0,250.07,9161693,20160411,0,431,13.624433860814168,14.22907148359978
2016-04-12,247.82,251.8,243.63,-0.84,249.5,249.92,5763208,20160412,1,432,13.364698915061114,13.796280663342655
2016-04-13,254.53,255.5,247.33,2.71,248.51,247.82,4925595,20160413,2,433,13.117332300058205,13.394403473103893
2016-04-14,251.86,256.839,251.05,-1.05,253.0,254.53,4132185,20160414,3,434,12.92217361910305,13.081874653596472
2016-04-15,254.51,254.6,249.12,1.05,251.31,251.86,3752366,20160415,4,435,12.567784399145765,12.538883606911009
2016-04-18,253.88,258.31,251.66,-0.25,252.23,254.51,4271362,20160418,0,436,12.285985142043588,12.118249063560224
2016-04-19,247.37,254.37,241.25,-2.56,253.12,253.88,6357526,20160419,1,437,12.332366801946273,12.19980270187735
2016-04-20,249.97,253.66,241.5,1.05,246.26,247.37,5194051,20160420,2,438,12.334635049472642,12.212673937457538
2016-04-21,248.29,250.9,246.91,-0.67,248.99,249.97,2783059,20160421,3,439,11.937271475688231,11.625340084782
2016-04-22,253.75,254.0,245.71,2.2,248.89,248.29,3786327,20160422,4,440,11.763591881607836,11.38710150729757
2016-04-25,251.82,257.38,250.76,-0.76,253.01,253.75,3670348,20160425,0,441,11.636277982483653,11.223022828204886
2016-04-26,253.74,255.73,249.39,0.76,252.05,251.82,3223839,20160426,1,442,11.384074269032052,10.874235483333113
2016-04-27,251.47,255.0,249.4,-0.89,252.75,253.74,3205808,20160427,2,443,11.108642160982908,10.497504377380746
2016-04-28,247.71,253.43,247.44,-1.5,249.85,251.47,2518990,20160428,3,444,10.879659200936104,10.197682636139264
2016-04-29,240.76,248.43,237.81,-2.81,248.14,247.71,5413787,20160429,4,445,11.012056381843907,10.444991019272177
2016-05-02,241.8,243.19,234.82,0.43,241.5,240.76,3843935,20160502,0,446,11.101482268422773,10.61963451789559
2016-05-03,232.32,238.91,231.62,-3.92,237.36,241.8,4302222,20160503,1,447,11.00807835087883,10.513946338045908
2016-05-04,222.56,234.46,220.4,-4.2,230.29,232.32,8700459,20160504,2,448,11.502931762741744,11.291521599614056
2016-05-05,211.53,228.64,209.79,-4.96,228.46,222.56,11254827,20160505,3,449,12.02803025023023,12.09427005678448
2016-05-06,214.93,216.37,208.11,1.61,210.87,211.53,5685237,20160506,4,450,12.143362143076413,12.262536481299875
2016-05-09,208.92,216.15,206.8,-2.8,215.72,214.93,4776383,20160509,0,451,12.010344898168011,12.054498161207025
2016-05-10,208.69,209.47,205.0,-0.11,207.55,208.92,4070617,20160510,1,452,11.911280855398106,11.902748292549381
2016-05-11,208.96,215.48,206.05,0.13,207.59,208.69,5161864,20160511,2,453,11.793124624188671,11.726123414510136
2016-05-12,207.28,211.67,203.657,-0.8,211.44,208.96,3650475,20160512,3,454,11.613118689703493,11.460900313473694
2016-05-13,207.61,211.2,206.7,0.16,207.78,207.28,2822781,20160513,4,455,11.274398752098564,10.963693148225577
2016-05-16,208.29,213.15,207.92,0.33,208.15,207.61,2949396,20160516,0,456,11.017046430570064,10.599857923352321
2016-05-17,204.66,209.82,204.02,-1.74,209.05,208.29,2843597,20160517,1,457,10.768615648161962,10.257010928827151
2016-05-18,211.17,215.31,207.75,3.18,209.15,204.66,5617519,20160518,2,458,10.615824426820918,10.064367291053783
